manufacturer,category,subcategory,gwp_total,gwp_use_ratio,yearly_tec,lifetime,use_location,gwp_error_ratio,gwp_manufacturing_ratio,assembly_location,server_type,gwp_transport_ratio,gwp_eol_ratio
HP,Workplace,Laptop,250,,24.4,4,WW,0.1800,,CN,,,
HP,Workplace,Laptop,235,,21.94,4,WW,0.1915,,CN,,,
HP,Workplace,Laptop,340,,17.5,4,WW,0.1765,,CN,,,
HP,Workplace,Laptop,325,,14.38,4,WW,0.1846,,CN,,,
HP,Workplace,Laptop,255,,19,5,WW,0.1765,,CN,,,
HP,Workplace,Laptop,230,,18.1,4,WW,0.1957,,CN,,,
HP,Workplace,Laptop,320,,13.12,4,WW,0.1719,,CN,,,
HP,Workplace,Laptop,230,,14.9,4,WW,0.1957,,CN,,,
HP,Workplace,Laptop,230,,14.7,4,WW,0.1957,,CN,,,
HP,Workplace,Laptop,345,,14.72,4,WW,0.1594,,CN,,,
HP,Workplace,Desktop,465,,50.19,5,WW,0.2366,,CN,,,
HP,Workplace,Desktop,780,,100.59,5,WW,0.3141,,CN,,,
HP,Workplace,Workstation,780,,100.59,5,WW,0.3141,,CN,,,
HP,Workplace,Desktop,655,,86.94,5,WW,0.3359,,CN,,,
HP,Workplace,Desktop,630,,98.79,5,WW,0.3016,,CN,,,
HP,Workplace,Desktop,535,,75.9,5,WW,0.2897,,CN,,,
HP,Workplace,Desktop,355,,41.4,5,WW,0.3521,,CN,,,
HP,Workplace,Desktop,355,,41.4,5,WW,0.3521,,CN,,,
HP,Workplace,Desktop,465,,58.2,5,WW,0.3226,,CN,,,
HP,Workplace,Desktop,505,,70.81,5,WW,0.3366,,CN,,,
HP,Workplace,Desktop,420,,17.72,5,WW,0.2857,,CN,,,
HP,Workplace,Desktop,420,,17.72,5,WW,0.2857,,CN,,,
HP,Workplace,Desktop,420,,17.72,5,WW,0.2857,,CN,,,
HP,Workplace,Desktop,400,,55.2,5,WW,0.3375,,CN,,,
HP,Workplace,Desktop,595,,78.1,5,WW,0.2773,,CN,,,
HP,Workplace,Workstation,595,,78.1,5,WW,0.2773,,CN,,,
HP,Workplace,Desktop,470,,60.9,5,WW,0.2660,,CN,,,
HP,Workplace,Desktop,345,,20.77,5,WW,0.2754,,CN,,,
HP,Workplace,Desktop,535,,65,5,WW,0.2710,,CN,,,
HP,Workplace,Desktop,535,0.4900,65,5,WW,0.2710,,CN,,,
HP,Workplace,Desktop,400,,38.1,5,WW,0.2250,,CN,,,
HP,Workplace,Desktop,520,,55.15,5,WW,0.2404,,CN,,,
HP,Workplace,Desktop,520,,51.32,5,WW,0.2308,,CN,,,
HP,Workplace,Desktop,440,,43.41,5,WW,0.2273,,CN,,,
HP,Workplace,Desktop,635,,65.47,5,WW,0.2677,,CN,,,
HP,Workplace,Desktop,535,,65,5,WW,0.2710,,CN,,,
HP,Workplace,Desktop,520,,51.32,5,WW,0.2308,,CN,,,
HP,Workplace,Monitor,465,,41.7,5,WW,0.2688,,CN,,,
HP,Workplace,Monitor,510,,59.1,5,WW,0.2745,,CN,,,
HP,Workplace,Monitor,480,,40.6,5,WW,0.2917,,CN,,,
HP,Workplace,Monitor,490,,51.2,5,WW,0.2755,,CN,,,
HP,Workplace,Monitor,565,,73.9,5,WW,0.2832,,CN,,,
HP,Workplace,Monitor,470,,43.5,5,WW,0.2660,,CN,,,
HP,Workplace,Monitor,590,,44.5,5,WW,0.2203,,CN,,,
HP,Workplace,Monitor,525,,48.4,5,WW,0.2667,,CN,,,
HP,Workplace,Monitor,505,,51.3,5,WW,0.2673,,CN,,,
HP,Workplace,Monitor,726,,76.74,5,WW,0.2314,,CN,,,
HP,Workplace,Monitor,560,,62.1,5,WW,0.2679,,CN,,,
HP,Workplace,Monitor,605,,81.25,5,WW,0.2810,,CN,,,
HP,Workplace,Monitor,490,,82.44,5,WW,0.2653,,CN,,,
HP,Workplace,Monitor,480,,53,5,WW,0.2708,,CN,,,
HP,Workplace,Monitor,650,,96.89,5,WW,0.2923,,CN,,,
HP,Workplace,Desktop,600,,83.3,5,WW,0.3667,,CN,,,
HP,Workplace,Monitor,500,,44.3,5,WW,0.2700,,CN,,,
HP,Workplace,Desktop,600,,83.3,5,WW,0.3667,,CN,,,
HP,Workplace,Monitor,525,,52.4,5,WW,0.2667,,CN,,,
HP,Workplace,Monitor,635,,82.6,5,WW,0.2835,,CN,,,
HP,Workplace,Desktop,750,,115.5,5,WW,0.4067,,CN,,,
HP,Workplace,Desktop,880,,144.9,5,WW,0.4318,,CN,,,
HP,Workplace,Desktop,670,,106.7,5,WW,0.4179,,CN,,,
HP,Workplace,Desktop,670,0.5500,106.7,5,WW,0.4179,,CN,,,
HP,Workplace,Desktop,670,,106.7,5,WW,0.4179,,CN,,,
HP,Workplace,Desktop,825,,139.5,5,WW,0.4424,,CN,,,
HP,Workplace,Desktop,985,,179.5,5,WW,0.4721,,CN,,,
HP,Workplace,Desktop,675,,99.5,5,WW,0.3926,,CN,,,
HP,Workplace,Desktop,570,,99.5,5,WW,0.4561,,CN,,,
HP,Workplace,Desktop,715,,112.3,5,WW,0.4126,,CN,,,
HP,Workplace,Desktop,715,0.5500,112.3,5,WW,0.4126,,CN,,,
HP,Workplace,Desktop,570,,99.5,5,WW,0.4561,,CN,,,
HP,Workplace,Desktop,685,,109.8,5,WW,0.4380,,CN,,,
HP,Workplace,Desktop,750,,131.1,5,WW,0.4533,,CN,,,
HP,Workplace,Desktop,750,,131.1,5,WW,0.4533,,CN,,,
HP,Workplace,Desktop,750,,131.1,5,WW,0.4533,,CN,,,
HP,Workplace,Desktop,750,,131.1,5,WW,0.4533,,CN,,,
HP,Workplace,Desktop,750,,131.1,5,WW,0.4533,,CN,,,
HP,Workplace,Desktop,725,,121,5,WW,0.4345,,CN,,,
HP,Workplace,Desktop,595,,84.7,5,WW,0.3697,,CN,,,
HP,Workplace,Desktop,530,,56.4,5,WW,0.3396,,CN,,,
HP,Workplace,Desktop,660,,78.84,5,WW,0.3485,,CN,,,
HP,Workplace,Monitor,315,,17.93,5,WW,0.3175,,CN,,,
HP,Workplace,Monitor,320,,20.7,5,WW,0.3125,,CN,,,
HP,Workplace,Desktop,470,,63.07,5,WW,0.3617,,CN,,,
HP,Workplace,Desktop,470,,63.07,5,WW,0.3617,,CN,,,
HP,Workplace,Desktop,470,,63.07,5,WW,0.3617,,CN,,,
HP,Workplace,Desktop,470,0.4600,63.07,5,WW,0.3617,,CN,,,
HP,Workplace,Desktop,795,,128.9,5,WW,0.3836,,CN,,,
HP,Workplace,Thin Client,580,,85.2,5,WW,0.2931,,CN,,,
HP,Workplace,Laptop,235,,20.3,4,WW,0.1915,,CN,,,
HP,Workplace,Desktop,370,,39.2,5,WW,0.2973,,CN,,,
HP,Workplace,Desktop,370,0.3800,39.2,5,WW,0.2973,,CN,,,
HP,Workplace,Monitor,780,,62,5,WW,0.2179,,CN,,,
HP,Workplace,Monitor,740,,119.3,5,WW,0.3041,,CN,,,
HP,Workplace,Laptop,182.0,0.21,17.86,4.0,North America,,0.73,China,,0.05,0.01
HP,Workplace,Laptop,197.0,0.14,12.48,4.0,North America,,0.81,China,,0.05,0.0
HP,Workplace,Laptop,211.0,0.2,19.93,4.0,North America,,0.75,China,,0.05,0.0
HP,Workplace,Laptop,231.0,0.18,19.76,4.0,North America,,0.76,China,,0.06,0.0
HP,Workplace,Laptop,228.0,0.17,18.54,4.0,North America,,0.77,China,,0.06,0.0
HP,Workplace,Laptop,310.0,,23.24,4.0,Worldwide,0.1935,,China,,,
HP,Workplace,Laptop,265,,11.42,4,WW,0.4151,,,,,
HP,Workplace,Laptop,194.0,0.19,17.06,4.0,North America,,0.73,China,,0.08,0.0
HP,Workplace,Laptop,230.0,0.18,18.81,4.0,North America,,0.75,China,,0.07,0.0
HP,Workplace,Laptop,194.0,0.19,17.06,4.0,North America,,0.73,China,,0.08,0.0
HP,Workplace,Laptop,360.0,,16.84,4.0,Worldwide,0.1667,,China,,,
HP,Workplace,Laptop,174.0,0.17,15.08,4.0,North America,,0.76,China,,0.06,0.01
HP,Workplace,Laptop,310.0,,15.59,4.0,Worldwide,0.1935,,China,,,
HP,Workplace,Laptop,184.0,0.15,13.19,4.0,North America,,0.79,China,,0.06,0.0
HP,Workplace,Laptop,295.0,,11.31,4.0,Worldwide,0.1864,,China,,,
HP,Workplace,Laptop,290,,11.8,4,WW,0.4483,,,,,
HP,Workplace,Laptop,305.0,,13.36,4.0,Worldwide,0.1967,,China,,,
HP,Workplace,Laptop,300.0,,12.1,4.0,Worldwide,0.2,,China,,,
HP,Workplace,Laptop,174.0,0.17,14.08,4.0,North America,,0.76,China,,0.06,0.01
HP,Workplace,Laptop,315.0,,15.74,4.0,Worldwide,0.1905,,China,,,
HP,Workplace,Laptop,315.0,,15.16,4.0,Worldwide,0.1905,,China,,,
HP,Workplace,Laptop,315.0,,13.34,4.0,Worldwide,0.1905,,China,,,
HP,Workplace,Monitor,480.0,,12.45,5.0,Worldwide,0.2292,,China,,,
HP,Workplace,Monitor,555.0,,31.9,5.0,Worldwide,0.2162,,China,,,
HP,Workplace,Monitor,555.0,,31.9,5.0,Worldwide,0.2162,,China,,,
HP,Workplace,Monitor,570.0,,40.23,5.0,Worldwide,0.2193,,China,,,
HP,Workplace,Monitor,260.0,0.59,57.52,5.0,North America,,0.39,China,,0.01,0.01
HP,Workplace,Monitor,565.0,,36.83,5.0,Worldwide,0.2124,,China,,,
HP,Workplace,Monitor,545.0,,36.83,5.0,Worldwide,0.2202,,China,,,
HP,Workplace,Monitor,545.0,,36.83,5.0,Worldwide,0.2202,,China,,,
HP,Workplace,Monitor,565.0,,36.01,5.0,Worldwide,0.2124,,China,,,
HP,Workplace,Monitor,565.0,,36.01,5.0,Worldwide,0.2124,,China,,,
HP,Workplace,Monitor,286.0,0.41,43.74,5.0,North America,,0.57,China,,0.01,0.01
HP,Workplace,Monitor,286.0,0.41,15.96,5.0,North America,,0.57,China,,0.01,0.01
HP,Workplace,Monitor,585.0,,41.0,5.0,Worldwide,0.2137,,China,,,
HP,Workplace,Monitor,575.0,,39.0,5.0,Worldwide,0.2174,,China,,,
HP,Workplace,Monitor,605.0,,45.88,5.0,Worldwide,0.2314,,China,,,
HP,Workplace,Monitor,580.0,,36.5,5.0,Worldwide,0.2155,,China,,,
HP,Workplace,Monitor,379.0,0.48,68.86,5.0,North America,,0.5,China,,0.01,0.01
HP,Workplace,Monitor,620.0,,49.0,5.0,Worldwide,0.2177,,China,,,
HP,Workplace,Monitor,665.0,,58.4,5.0,Worldwide,0.2406,,China,,,
HP,Workplace,Monitor,491.0,0.53,96.65,5.0,North America,,0.45,China,,0.01,0.01
HP,Workplace,Laptop,210,,16.4,4,WW,0.4286,,CN,,,
HP,Workplace,Desktop,894.0,0.3,100.0,5.0,North America,,0.7,China,,0.0,0.0
HP,Workplace,Laptop,300.0,,12.96,4.0,Worldwide,0.2,,China,,,
HP,Workplace,Laptop,166.0,0.22,17.21,4.0,North America,,0.71,China,,0.07,0.0
HP,Workplace,Laptop,175.0,0.21,16.93,4.0,North America,,0.71,China,,0.08,0.0
HP,Workplace,Laptop,330,,23.4,4,WW,0.3636,,,,,
HP,Workplace,Laptop,335.0,,21.2,4.0,Worldwide,0.194,,China,,,
HP,Workplace,Laptop,345.0,,20.04,4.0,Worldwide,0.1739,,China,,,
HP,Workplace,Laptop,330.0,,18.55,4.0,Worldwide,0.1818,,China,,,
HP,Workplace,Laptop,355.0,,20.83,4.0,Worldwide,0.1831,,China,,,
HP,Workplace,Laptop,325.0,,19.25,4.0,Worldwide,0.2,,China,,,
HP,Workplace,Laptop,179.0,0.17,14.45,4.0,Worldwide,,0.77,China,,0.05,0.01
HP,Workplace,Monitor,440.0,,18.74,5.0,Worldwide,0.2386,,China,,,
HP,Workplace,Monitor,440.0,,18.74,5.0,Worldwide,0.2386,,China,,,
HP,Workplace,Monitor,440.0,,18.74,5.0,Worldwide,0.2386,,China,,,
HP,Workplace,Monitor,450.0,,20.37,5.0,Worldwide,0.2444,,China,,,
HP,Workplace,Monitor,450.0,,20.37,5.0,Worldwide,0.2444,,China,,,
HP,Workplace,Monitor,485.0,,27.62,5.0,Worldwide,0.2371,,China,,,
HP,Workplace,Monitor,495.0,,27.62,5.0,Worldwide,0.2323,,China,,,
HP,Workplace,Laptop,390.0,,22.64,4.0,Worldwide,0.1795,,China,,,
HP,Workplace,Desktop,692.0,0.46,118.38,5.0,North America,,0.53,China,,0.01,0.0
HP,Workplace,Laptop,395.0,,25.68,4.0,Worldwide,0.1772,,China,,,
HP,Workplace,Laptop,180.0,0.14,11.61,4.0,North America,,0.8,China,,0.06,0.0
HP,Workplace,Laptop,180.0,0.14,11.61,4.0,North America,,0.8,China,,0.06,0.0
HP,Workplace,Laptop,167.0,0.19,14.56,4.0,North America,,0.73,China,,0.07,0.01
HP,Workplace,Laptop,167.0,0.19,14.56,4.0,North America,,0.73,China,,0.07,0.01
HP,Workplace,Laptop,182.0,0.14,12.31,4.0,North America,,0.8,China,,0.06,0.0
HP,Workplace,Laptop,182.0,0.14,12.31,4.0,North America,,0.8,China,,0.06,0.0
HP,Workplace,Monitor,250.0,0.46,42.69,5.0,North America,,0.52,China,,0.01,0.01
HP,Workplace,Monitor,249.0,0.52,48.23,5.0,North America,,0.47,China,,0.0,0.01
HP,Workplace,Monitor,296.0,0.47,52.26,5.0,North America,,0.5,China,,0.01,0.02
HP,Workplace,Laptop,345,,17.85,4,WW,0.3478,,,,,
HP,Workplace,Monitor,520.0,,35.99,5.0,Worldwide,0.2308,,China,,,
HP,Workplace,Monitor,180.0,0.47,31.56,5.0,North America,,0.51,China,,0.01,0.01
HP,Workplace,Monitor,530.0,,39.66,5.0,Worldwide,0.2453,,China,,,
HP,Workplace,Monitor,535.0,,37.41,5.0,Worldwide,0.2243,,China,,,
HP,Workplace,Monitor,228.0,0.51,43.86,5.0,North America,,0.46,China,,0.01,0.02
HP,Workplace,Monitor,550.0,,37.41,5.0,Worldwide,0.2273,,China,,,
HP,Workplace,Monitor,221.0,0.55,44.52,5.0,North America,,0.43,China,,0.01,0.01
HP,Workplace,Monitor,900.0,,105.83,5.0,Worldwide,0.2778,,China,,,
HP,Workplace,Laptop,335.0,,17.44,4.0,Worldwide,0.1791,,China,,,
HP,Workplace,Laptop,345.0,,17.28,4.0,Worldwide,0.1739,,China,,,
HP,Workplace,Laptop,360.0,,19.22,4.0,Worldwide,0.1667,,China,,,
HP,Workplace,Laptop,320.0,,17.19,4.0,Worldwide,0.1875,,China,,,
HP,Workplace,Laptop,325.0,0.08,12.63,4.0,North America,,0.89,China,,0.03,0.0
HP,Workplace,Laptop,315,,13.44,4,WW,0.3810,,,,,
HP,Workplace,Laptop,185.0,0.16,13.93,4.0,North America,,0.77,China,,0.07,0.0
HP,Workplace,Laptop,161.0,0.18,13.27,4.0,North America,,0.73,China,,0.08,0.01
HP,Workplace,Laptop,335.0,,17.26,4.0,Worldwide,0.1791,,China,,,
HP,Workplace,Laptop,380.0,0.07,12.93,4.0,North America,,0.9,China,,0.03,0.0
HP,Workplace,Laptop,315.0,,11.61,4.0,Worldwide,0.1746,,China,,,
HP,Workplace,Laptop,340,,29.5,4,WW,0.4412,,,,,
HP,Workplace,Laptop,264.0,0.21,26.41,4.0,North America,,0.69,China,,0.09,0.01
HP,Workplace,Monitor,465.0,,23.26,5.0,Worldwide,0.2366,,China,,,
HP,Workplace,Monitor,510.0,,35.5,5.0,Worldwide,0.2451,,China,,,
HP,Workplace,Monitor,175.0,0.59,38.47,5.0,North America,,0.4,China,,0.01,0.0
HP,Workplace,Monitor,525.0,,34.9,5.0,Worldwide,0.2381,,China,,,
HP,Workplace,Monitor,179.0,0.53,35.27,5.0,North America,,0.46,China,,0.01,0.0
HP,Workplace,Monitor,580.0,,45.9,5.0,Worldwide,0.2414,,China,,,
HP,Workplace,Monitor,575.0,,44.69,5.0,Worldwide,0.2261,,China,,,
HP,Workplace,Monitor,550.0,,35.15,5.0,Worldwide,0.2364,,China,,,
HP,Workplace,Monitor,605.0,,46.9,5.0,Worldwide,0.2314,,China,,,
HP,Workplace,Monitor,635.0,,56.66,5.0,Worldwide,0.2362,,China,,,
HP,Workplace,Monitor,695.0,,67.45,5.0,Worldwide,0.259,,China,,,
HP,Workplace,Monitor,720.0,,76.83,5.0,Worldwide,0.2639,,China,,,
HP,Workplace,Monitor,650.0,,57.41,5.0,Worldwide,0.2385,,China,,,
HP,Workplace,Monitor,675.0,,66.74,5.0,Worldwide,0.2519,,China,,,
HP,Workplace,Monitor,770.0,,87.05,5.0,Worldwide,0.2727,,China,,,
HP,Workplace,Monitor,508.0,0.48,91.59,5.0,North America,,0.5,China,,0.01,0.01
HP,Workplace,Monitor,778.0,0.56,162.27,5.0,North America,,0.42,China,,0.01,0.01
HP,Workplace,Laptop,310,,15.98,4,WW,0.3548,,,,,
HP,Workplace,Laptop,410.0,,38.37,4.0,Worldwide,0.2195,,China,,,
HP,Workplace,Laptop,410.0,,34.86,4.0,Worldwide,0.2073,,China,,,
HP,Workplace,Laptop,375.0,,20.5,4.0,Worldwide,0.1867,,China,,,
HP,Workplace,Laptop,445.0,,31.51,4.0,Worldwide,0.191,,China,,,
HP,Workplace,Laptop,185.0,0.16,13.93,4.0,North America,,0.77,China,,0.07,0.0
HP,Workplace,Laptop,370.0,,30.35,4.0,Worldwide,0.2162,,China,,,
HP,Workplace,Laptop,370.0,,30.35,4.0,Worldwide,0.2162,,China,,,
HP,Workplace,Monitor,1490,,315,5,WW,0.3557,,CN,,,
HP,Workplace,Monitor,650,,54.1,5,WW,0.2154,,CN,,,
HP,Workplace,Laptop,275,,24.7,4,WW,0.1818,,CN,,,
HP,Workplace,Laptop,265,,27.17,4,WW,0.1887,,CN,,,
HP,Workplace,Laptop,345,,17.85,5,WW,0.1739,,CN,,,
HP,Workplace,Laptop,350,,20.09,4,WW,0.1714,,CN,,,
HP,Workplace,Laptop,280,,31.3,4,WW,0.1786,,CN,,,
HP,Workplace,Laptop,270,,23.4,4,WW,0.1667,,CN,,,
HP,Workplace,Laptop,295,,18,5,WW,0.2034,,CN,,,
HP,Workplace,Laptop,325,,19.79,4,WW,0.1846,,CN,,,
HP,Workplace,Monitor,435,,47.5,5,WW,0.2874,,CN,,,
HP,Workplace,Monitor,435,,47.5,5,WW,0.2874,,CN,,,
HP,Workplace,Monitor,590,,37.7,5,WW,0.2119,,CN,,,
HP,Workplace,Monitor,405,,35.5,5,WW,0.2840,,CN,,,
HP,Workplace,Monitor,460,,54,5,WW,0.2826,,CN,,,
HP,Workplace,Monitor,460,,51.4,5,WW,0.2826,,CN,,,
HP,Workplace,Monitor,500,,62,5,WW,0.2800,,CN,,,
HP,Workplace,Monitor,760,,139.2,5,WW,0.3289,,CN,,,
HP,Workplace,Monitor,381.0,0.57,82.04,5.0,North America,,0.41,China,,0.01,0.01
HP,Workplace,Monitor,470.0,0.63,110.31,5.0,North America,,0.35,China,,0.01,0.01
HP,Workplace,Laptop,425.0,,28.45,4.0,Worldwide,0.1882,,China,,,
HP,Workplace,Laptop,485.0,,35.66,4.0,Worldwide,0.2062,,China,,,
HP,Workplace,Monitor,385,,32.9,5,WW,0.3506,,CN,,,
HP,Workplace,Monitor,460,,23.07,5,WW,0.2391,,CN,,,
HP,Workplace,Monitor,460,0.1191,23.07,5,WW,0.2391,,CN,,,
HP,Workplace,Monitor,460,,23.26,5,WW,0.2283,,CN,,,
HP,Workplace,Monitor,415,,42.2,5,WW,0.2892,,CN,,,
HP,Workplace,Monitor,415,,35.5,5,WW,0.2892,,CN,,,
HP,Workplace,Monitor,515,,35.4,5,WW,0.2233,,CN,,,
HP,Workplace,Monitor,523,,37.6,5,WW,0.2294,,CN,,,
HP,Workplace,Monitor,520,,35.99,5,WW,0.2308,,CN,,,
HP,Workplace,Monitor,400,,34.2,5,WW,0.2750,,CN,,,
HP,Workplace,Monitor,400,,34.2,5,WW,0.2750,,CN,,,
HP,Workplace,Monitor,530,,35.99,5,WW,0.2264,,CN,,,
HP,Workplace,Monitor,540,,42.66,5,WW,0.2315,,CN,,,
HP,Workplace,Monitor,535,,37.41,5,WW,0.2243,,CN,,,
HP,Workplace,Monitor,655,,45.3,5,WW,0.1985,,CN,,,
HP,Workplace,Monitor,415,,36.4,5,WW,0.2771,,CN,,,
HP,Workplace,Monitor,530,,36.4,5,WW,0.2264,,CN,,,
HP,Workplace,Monitor,430,,37.4,5,WW,0.2721,,CN,,,
HP,Workplace,Monitor,535,,35.4,5,WW,0.2243,,CN,,,
HP,Workplace,Monitor,535,,35.4,5,WW,0.2243,,CN,,,
HP,Workplace,Monitor,450,,44.9,5,WW,0.2778,,CN,,,
HP,Workplace,Monitor,590,,47.06,5,WW,0.2288,,CN,,,
HP,Workplace,Laptop,265,,29.6,4,WW,0.1698,,CN,,,
HP,Workplace,Laptop,230,,15.69,4,WW,0.2174,,CN,,,
HP,Workplace,Laptop,230,,15.69,4,WW,0.2174,,CN,,,
HP,Workplace,Tablet,175,,26.3,2,WW,0.3714,,CN,,,
HP,Workplace,Laptop,255,,25.4,4,WW,0.1765,,CN,,,
HP,Workplace,Laptop,240,,18.8,5,WW,0.1875,,CN,,,
HP,Workplace,Laptop,315,,13.44,4,WW,0.1905,,CN,,,
HP,Workplace,Laptop,315,,14.48,4,WW,0.1746,,CN,,,
HP,Workplace,Laptop,265,,27.17,4,WW,0.1887,,CN,,,
HP,Workplace,Laptop,240,,18.3,4,WW,0.1875,,CN,,,
HP,Workplace,Laptop,345,,17.85,5,WW,0.1739,,CN,,,
HP,Workplace,Laptop,300,,12.59,4,WW,0.1833,,CN,,,
HP,Workplace,Laptop,265,,18.44,5,WW,0.1887,,CN,,,
HP,Workplace,Laptop,250,,22.1,4,WW,0.1800,,CN,,,
HP,Workplace,Laptop,300,,26.3,4,WW,0.1667,,CN,,,
HP,Workplace,Laptop,260,,21.6,5,WW,0.1731,,CN,,,
HP,Workplace,Laptop,345,,16.8,4,WW,0.1739,,CN,,,
HP,Workplace,Laptop,325,,14.74,4,WW,0.1846,,CN,,,
HP,Workplace,Laptop,300,,26.4,4,WW,0.1667,,CN,,,
HP,Workplace,Laptop,260,,21.2,4,WW,0.1731,,CN,,,
HP,Workplace,Laptop,300,,31.4,4,WW,0.1833,,CN,,,
HP,Workplace,Laptop,315,,13.8,4,WW,0.1905,,CN,,,
HP,Workplace,Laptop,350,,20.09,4,WW,0.1714,,CN,,,
HP,Workplace,Laptop,275,,19.9,4,WW,0.1818,,CN,,,
HP,Workplace,Laptop,255,,14.4,5,WW,0.1961,,CN,,,
HP,Workplace,Laptop,250,,15.4,4,WW,0.1800,,CN,,,
HP,Workplace,Laptop,250,,15.4,4,WW,0.1800,,CN,,,
HP,Workplace,Laptop,305,,14.48,4,WW,0.1803,,CN,,,
HP,Workplace,Laptop,290,,29.7,4,WW,0.1724,,CN,,,
HP,Workplace,Laptop,295,,35.3,4,WW,0.1695,,CN,,,
HP,Workplace,Laptop,295,,21.79,4,WW,0.1864,,CN,,,
HP,Workplace,Laptop,260,,12.96,4,WW,0.1923,,CN,,,
HP,Workplace,Laptop,260,,15.1,4,WW,0.1923,,CN,,,
HP,Workplace,Laptop,260,,15.1,4,WW,0.1923,,CN,,,
HP,Workplace,Laptop,330,,16.1,4,WW,0.1818,,CN,,,
HP,Workplace,Laptop,310,,30.2,4,WW,0.1613,,CN,,,
HP,Workplace,Laptop,275,,13.4,4,WW,0.2182,,CN,,,
HP,Workplace,Laptop,240,,16.7,4,WW,0.1875,,CN,,,
HP,Workplace,Laptop,240,,16.7,4,WW,0.1875,,CN,,,
HP,Workplace,Laptop,235,,13.9,4,WW,0.1915,,CN,,,
HP,Workplace,Laptop,240,,14.9,4,WW,0.1875,,CN,,,
HP,Workplace,Laptop,235,,9.9,4,WW,0.1915,,CN,,,
HP,Workplace,Laptop,310,,9.89,4,WW,0.1935,,CN,,,
HP,Workplace,Laptop,240,,17.03,4,WW,0.1875,,CN,,,
HP,Workplace,Desktop,350,,40.2,5,WW,0.3429,,CN,,,
HP,Workplace,Desktop,280,,27.6,5,WW,0.2679,,CN,,,
HP,Workplace,Desktop,485,,67.3,5,WW,0.3402,,CN,,,
HP,Workplace,Desktop,470,,64,5,WW,0.3404,,CN,,,
HP,Workplace,Desktop,320,,18,5,WW,0.2969,,CN,,,
HP,Workplace,Desktop,485,,63.4,5,WW,0.3402,,CN,,,
HP,Workplace,Desktop,460,,53.5,5,WW,0.2717,,CN,,,
HP,Workplace,Desktop,410,,40.09,5,WW,0.2317,,CN,,,
HP,Workplace,Desktop,718,,113.8,5,WW,0.2967,,CN,,,
HP,Workplace,Desktop,515,,48.1,5,WW,0.3107,,CN,,,
HP,Workplace,Desktop,600,,53.98,5,WW,0.3500,,CN,,,
HP,Workplace,Desktop,590,,53.68,5,WW,0.2203,,CN,,,
HP,Workplace,Desktop,515,,63.2,5,WW,0.2913,,CN,,,
HP,Workplace,Desktop,645,,83.9,5,WW,0.2558,,CN,,,
HP,Workplace,Desktop,415,,40.32,5,WW,0.2410,,CN,,,
HP,Workplace,Desktop,615,,57.81,5,WW,0.2439,,CN,,,
HP,Workplace,Desktop,500,,72.3,5,WW,0.3500,,CN,,,
HP,Workplace,Desktop,730,,119.9,5,WW,0.3151,,CN,,,
HP,Workplace,Desktop,705,,64.2,5,WW,0.2411,,CN,,,
HP,Workplace,Desktop,760,,81.03,5,WW,0.2434,,CN,,,
HP,Workplace,Desktop,350,,39.9,5,WW,0.3429,,CN,,,
HP,Workplace,Desktop,470,,61.5,5,WW,0.3298,,CN,,,
HP,Workplace,Desktop,450,,56.7,5,WW,0.3222,,CN,,,
HP,Workplace,Desktop,470,,64.2,5,WW,0.3404,,CN,,,
HP,Workplace,Desktop,470,0.4700,64.2,5,WW,0.3404,,CN,,,
HP,Workplace,Desktop,330,,39.97,5,WW,0.2818,,CN,,,
HP,Workplace,Desktop,330,0.4900,39.97,5,WW,0.2818,,CN,,,
HP,Workplace,Desktop,965,,137.3,5,WW,0.2798,,CN,,,
HP,Workplace,Desktop,495,,147.3,5,WW,0.2727,,CN,,,
HP,Workplace,Desktop,520,,72.4,5,WW,0.3462,,CN,,,
HP,Workplace,Desktop,520,0.4200,72.4,5,WW,0.3462,,CN,,,
HP,Workplace,Desktop,300,,17.4,5,WW,0.2333,,CN,,,
HP,Workplace,Desktop,620,,61,5,WW,0.2419,,CN,,,
HP,Workplace,Desktop,645,,66.6,5,WW,0.2481,,CN,,,
HP,Workplace,Desktop,657,,75,5,WW,0.2496,,CN,,,
HP,Workplace,Desktop,415,,40.9,5,WW,0.2169,,CN,,,
HP,Workplace,Desktop,675,,54.39,5,WW,0.2296,,CN,,,
HP,Workplace,Desktop,675,0.3704,54.39,5,WW,0.2296,,CN,,,
HP,Workplace,Desktop,600,,53.68,5,WW,0.2250,,CN,,,
HP,Workplace,Desktop,675,,54.39,5,WW,0.2296,,CN,,,
HP,Workplace,Desktop,796,,140.83,5,WW,0.3304,,CN,,,
HP,Workplace,Desktop,345,,348.2,5,WW,0.2609,,CN,,,
HP,Workplace,Desktop,670,,54.39,5,WW,0.2239,,CN,,,
HP,Workplace,Monitor,425,,43.4,5,WW,0.2824,,CN,,,
HP,Workplace,Monitor,435,,46.1,5,WW,0.2874,,CN,,,
HP,Workplace,Monitor,435,,46.1,5,WW,0.2874,,CN,,,
HP,Datacenter,Server,3710,0.8590,563.5,4,EU,,,EU,Rack,,
HP,Datacenter,Server,4210,0.8790,658.9,4,EU,,,EU,Rack,,
HP,Datacenter,Server,4160,0.8870,806.3,4,EU,,,EU,Rack,,
HP,Datacenter,Server,7980,0.9120,1291.8,4,EU,,,EU,Rack,,
